quote_text,author,tags,likes
"Great Leaders Create More Leaders

Good leaders have vision and inspire others to help them turn vision into reality. Great leaders create more leaders, not followers. Great leaders have vision, share vision, and inspire others to create their own.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success', 'vision']",0
Be with someone who inspires you and makes you be the best version of yourself.,Roy T. Bennett,"['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quote', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-philosophy', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'relationship']",0
The greatest step towards a life of simplicity is to learn to let go.,"Steve Maraboli,","['inspirational', 'letting-go', 'life', 'motivational', 'simplicity']",0
Life teaches us the right path is rarely the easy one.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"The harder you fall, the heavier your heart; the heavier your heart, the stronger you climb; the stronger you climb, the higher your pedestal.","Criss Jami,","['accomplishment', 'achievement', 'adversity', 'anger', 'climbing', 'encouragement', 'falling', 'heart', 'inspirational', 'motivational', 'perseverance', 'persistence', 'strength', 'success', 'try-again']",0
"Find a purpose to serve, not a lifestyle to live.","Criss Jami,","['achieve', 'achievement', 'achieving', 'ambition', 'goals', 'inspiration', 'inspirational', 'inspire', 'inspiring', 'life', 'lifestyle', 'living', 'meaning', 'motivate', 'motivating', 'motivation', 'motivational', 'purpose', 'purpose-in-life', 'reason', 'reason-to-breathe', 'reason-to-live', 'sacrifice', 'success', 'successful-living']",0
Keep in mind that the true measure of an individual is how he treats a person who can do him absolutely no good.,Ann Landers,"['character', 'motivational']",0
"Every choice comes with a consequence. Once you make a choice, you must accept responsibility. You cannot escape the consequences of your choices, whether you like them or not.","Roy T. Bennett,","['choices', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Failures are the stairs we climb to reach success.,"Roy T. Bennett,","['failure', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success']",0
No one has ever achieved greatness without dreams.,"Roy T. Bennett,","['dream', 'dreams', 'greatness', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Live boldly. Push yourself. Don't settle.,"Jojo Moyes,","['inspirational', 'motivational']",0
You can have everything you want if you can put your heart and soul into everything you do.,Roy T. Bennett,"['doing', 'energy', 'heart', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'soul']",0
Free yourself from the complexities and drama of your life. Simplify. Look within. Within ourselves we all have the gifts and talents we need to fulfill the purpose we've been blessed with.,"Steve Maraboli,","['blessings', 'drama', 'empowerment', 'gratitude', 'inspirational', 'life', 'motivational', 'purpose', 'simplify']",0
"After sleeping through a hundred million centuries we have finally opened our eyes on a sumptuous planet, sparkling with color, bountiful with life. Within decades we must close our eyes again. Isn’t it a noble, an enlightened way of spending our brief time in the sun, to work at understanding the universe and how we have come to wake up in it? This is how I answer when I am asked—as I am surprisingly often—why I bother to get up in the mornings.",Richard Dawkins,"['beauty', 'color', 'enlightened', 'inspirational', 'meaning', 'motivational', 'questions', 'sleep']",0
"Difficulties and adversities viciously force all their might on us and cause us to fall apart, but they are necessary elements of individual growth and reveal our true potential. We have got to endure and overcome them, and move forward. Never lose hope. Storms make people stronger and never last forever.","Roy T. Bennett,","['adversity', 'challenge', 'growth', 'hope', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'never-lose-hope', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential']",0
How much you can learn when you fail determines how far you will go into achieving your goals.,"Roy T. Bennett,","['failure', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'learning', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success']",0
"Stay strong, stay positive, and never give up.","Roy T. Bennett,","['being-positive', 'inspiration', 'inspirational', 'inspirational-quotes', 'life', 'life-quotes', 'motivation', 'motivational', 'never-give-up', 'never-giving-up', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'strong']",0
Today is a new day. Don't let your history interfere with your destiny! Let today be the day you stop being a victim of your circumstances and start taking action towards the life you want. You have the power and the time to shape your life. Break free from the poisonous victim mentality and embrace the truth of your greatness. You were not meant for a mundane or mediocre life!,Steve Maraboli,"['action', 'circumstances', 'destiny', 'greatness', 'history', 'inspirational', 'life', 'mediocre', 'motivational', 'mundane', 'new-day', 'power', 'shape', 'today', 'truth', 'victim', 'victim-mentality']",0
"No matter how much experience you have, there’s always something new you can learn and room for improvement.","Roy T. Bennett,","['experience', 'improvement', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'learning', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Create a vision for the life you really want and then work relentlessly towards making it a reality.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'vision']",0
"Change course, but don’t give up.","Roy T. Bennett,","['change', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'never-give-up', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"How would your life be different if…You stopped worrying about things you can’t control and started focusing on the things you can? Let today be the day…You free yourself from fruitless worry, seize the day and take effective action on things you can change.","Steve Maraboli,","['action', 'change', 'control', 'inspirational', 'intent', 'life', 'motivational', 'seize-the-day', 'worry']",0
"War is an ugly thing, but not the ugliest of things: the decayed and degraded state of moral and patriotic feeling which thinks that nothing is worth a war, is much worse. When a people are used as mere human instruments for firing cannon or thrusting bayonets, in the service and for the selfish purposes of a master, such war degrades a people. A war to protect other human beings against tyrannical injustice; a war to give victory to their own ideas of right and good, and which is their own war, carried on for an honest purpose by their free choice, — is often the means of their regeneration. A man who has nothing which he is willing to fight for, nothing which he cares more about than he does about his personal safety, is a miserable creature who has no chance of being free, unless made and kept so by the exertions of better men than himself. As long as justice and injustice have not terminated their ever-renewing fight for ascendancy in the affairs of mankind, human beings must be willing, when need is, to do battle for the one against the other.","John Stuart Mill,","['ethics', 'fight', 'foreign-policy', 'injustice', 'inspirational', 'justice', 'morality', 'motivational', 'patriotic', 'safety', 'selfish', 'tyranny', 'war', 'will']",0
"Those with a grateful mindset tend to see the message in the mess. And even though life may knock them down, the grateful find reasons, if even small ones, to get up.","Steve Maraboli,","['action', 'appreciation', 'depression', 'gratitude', 'inspirational', 'life', 'motivational', 'success']",0
"LAW 38
Think As You Like But Behave Like Others

If you make a show of going against the times, flaunting your unconventional ideas and unorthodox ways, people will think that you only want attention and that you look down upon them. They will find a way to punish you for making them feel inferior. It is far safer to blend in and nurture the common touch. Share your originality only with tolerant friends and those who are sure to appreciate your uniqueness.","Robert Greene,","['dicta', 'inspirational', 'motivational']",0
"Be where you are, stop over-thinking, and focus on what you are doing.","Roy T. Bennett,","['focus-on', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'over-thinking', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Do not let your negative thoughts have power over you because those thoughts will end up controlling your life. No one can live a positive life with a negative mind.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
You are never alone. You are eternally connected with everyone.,"Amit Ray,","['advaita', 'advaita-vedanta', 'alone', 'aloneness', 'awakening', 'awareness', 'enlightenment', 'eternal', 'eternal-life', 'eternal-truths', 'everyone', 'everyone-belongs', 'global-oneness', 'insights', 'inspirational', 'interconnectedness', 'life', 'life-lessons', 'loneliness', 'motivational', 'non-duality', 'nonduality', 'oneness', 'spiritual-growth', 'spiritual-quotes', 'spirituality', 'unity', 'vedanta', 'wisdom', 'wisdom-quotes']",0
"If you have a goal, write it down. If you do not write it down, you do not have a goal - you have a wish.","Steve Maraboli,","['action', 'choice', 'goal', 'intent', 'life', 'motivational', 'wish']",0
"If you care about something enough, you'll find a way to make it happen.",Roy T. Bennett,"['care-enough', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'make-things-happen', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"There is great change to be experienced once you learn the power of letting go. Stop allowing anyone or anything to control, limit, repress, or discourage you from being your true self! Today is YOURS to shape - own it - break free from people and things that poison or dilute your spirit.","Steve Maraboli,","['action', 'inspirational', 'life', 'motivational', 'seize-the-day', 'self-empowerment', 'success']",0
To overcome fear is the quickest way to gain your self-confidence.,"Roy T. Bennett,","['fear', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'self-confidence']",0
One must always be prepared for riotous and endless waves of transformation.,"Elizabeth Gilbert,","['inspirational', 'motivational']",0
"Plants are more courageous than almost all human beings: an orange tree would rather die than produce lemons, whereas instead of dying the average person would rather be someone they are not.",Mokokoma Mokhonoana,"['act', 'acting', 'actor', 'actors', 'adage', 'adages', 'animal', 'animals', 'aphorism', 'aphorisms', 'audacity', 'axiom', 'axioms', 'balls', 'be-yourself', 'boldness', 'brave', 'bravery', 'cojones', 'conform', 'conforming', 'conformity', 'courage', 'courageous', 'courageousness', 'daring', 'dead', 'death', 'deep', 'dictum', 'dictums', 'die', 'epigram', 'epigrams', 'facade', 'facades', 'fear', 'fearful', 'fearlessness', 'fit-in', 'fitting-in', 'fruit', 'fruits', 'gallantry', 'gnome', 'gnomes', 'grit', 'guts', 'hardihood', 'heroism', 'herself', 'himself', 'human', 'human-being', 'human-beings', 'humans', 'humor', 'humour', 'insightful', 'inspiration', 'inspirational', 'inspire', 'inspired', 'intrepidity', 'kill', 'killed', 'lemon', 'lemons', 'made-me-think', 'make-you-think', 'maxim', 'maxims', 'motivated', 'motivational', 'motive', 'moxie', 'murder', 'murdered', 'nerve', 'nonconformity', 'oneself', 'orange', 'people', 'peoples', 'person', 'persons', 'plant', 'plants', 'pluck', 'pluckiness', 'pretend', 'pretender', 'pretenders', 'pretending', 'produce', 'profound', 'proverb', 'proverbs', 'provoke-thought', 'quotation', 'quotations', 'quote', 'quotes', 'satire', 'satirical', 'saying', 'sayings', 'self', 'spunk', 'standing-out', 'standout', 'themselves', 'thought-provoking', 'thoughtful', 'tree', 'trees', 'true-grit', 'valour', 'words-to-live-by', 'yourself']",0
There is no more profitable investment than investing in yourself. It is the best investment you can make; you can never go wrong with it. It is the true way to improve yourself to be the best version of you and lets you be able to best serve those around you.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'invest-in-yourself', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Your complaints, your drama, your victim mentality, your whining, your blaming, and all of your excuses have NEVER gotten you even a single step closer to your goals or dreams. Let go of your nonsense. Let go of the delusion that you DESERVE better and go EARN it! Today is a new day!","Steve Maraboli,","['action', 'blaming', 'complaints', 'drama', 'dreams', 'earn-it', 'excuses', 'goals', 'inspirational', 'let-go', 'motivational', 'new-day', 'victim-mentality', 'whining']",0
What helps you persevere is your resilience and commitment.,"Roy T. Bennett,","['commitment', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'perseverance', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'resilience']",0
"A gentleman is someone who does not what he wants to do, but what he should do.","Haruki Murakami,","['chivalry', 'gentleman', 'gentlemen', 'inspirational', 'manners', 'motivational', 'politeness']",0
"If you believe you can, you might. If you know you can, you will.","Steve Maraboli ,","['action', 'believe', 'inspirational', 'knowing', 'life', 'motivational', 'success']",0
"Instead of worrying about what could go wrong, change your thoughts to what could go right. When you change the negative thought into a positive one, it eliminates the negative one.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
You make the world a better place by making daily improvements to become the best version of yourself.,Roy T. Bennett,"['improvement', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Make today worth remembering.,Zig Ziglar,"['inspirational', 'motivational']",0
It's not what we do once in a while that shapes our lives. It's what we do consistently.,Anthony Robbins,"['consistency', 'motivational', 'perseverance']",0
Be careful the stories you're telling yourself about your current circumstances; a head full of negative thoughts has no space for positive ones.,"Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'negative', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
The level of success you achieve will be in direct proportion to the depth of your commitment.,"Roy T. Bennett,","['commitment', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'success']",0
"Maybe I made a mistake yesterday, but yesterday’s me is still me. I am who I am today, with all my faults. Tomorrow I might be a tiny bit wiser, and that’s me, too. These faults and mistakes are what I am, making up the brightest stars in the constellation of my life. I have come to love myself for who I was, who I am, and who I hope to become.",Kim Namjoong,"['bts', 'end-violence', 'inspirational', 'love-myself', 'motivational', 'self-love', 'unicef', 'united-nations']",0
"When you concentrate your energy purposely on the future possibility that you aspire to realize, your energy is passed on to it and makes it attracted to you with a force stronger than the one you directed towards it.","Stephen Richards,","['law-of-attraction', 'mind-power', 'money', 'motivational', 'new-age', 'positive-thinking', 'self-help', 'stephen-richards', 'wealth', 'worthy']",0
Act the way you'd like to be and soon you'll be the way you'd like to act.,Bob Dylan,"['action', 'change', 'improvement', 'misattributed-to-leonard-cohen', 'motivational', 'success']",0
...yelling doesn't make a thing any more possible.,"Angie Sage,","['marcia-overstrand', 'motivational', 'yelling']",0
"You have two choices, to conquer your fear or to let your fear conquer you.","Roy T. Bennett,","['choice', 'choices', 'fear', 'fearless', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"You attract who you are being. When you work at being the type of person that you want to attract, you attract those kinds of people into your life.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'laws-of-attraction', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Believe in your infinite potential. Your only limitations are those you set upon yourself.
Believe in yourself, your abilities and your own potential. Never let self-doubt hold you captive. You are worthy of all that you dream of and hope for.","Roy T. Bennett,","['abilities', 'ability', 'believe', 'believe-in-yourself', 'confidence', 'dream', 'dreams', 'empowerment', 'hope', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'limitations', 'limits', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential', 'self-doubt', 'spiritual-growth', 'spirituality']",0
"If you've got nothing to dance about, find a reason to sing.",Melody Carstairs,"['dance', 'freedom', 'happiness', 'happy', 'liberation', 'motivational', 'motivational-quotes', 'sing', 'smile']",0
"Now is the time to get serious about living your ideals. How long can you afford to put off who you really want to be? Your nobler self cannot wait any longer. Put your principles into practice – now. Stop the excuses and the procrastination. This is your life! You aren’t a child anymore. The sooner you set yourself to your spiritual program, the happier you will be. The longer you wait, the more you’ll be vulnerable to mediocrity and feel filled with shame and regret, because you know you are capable of better. From this instant on, vow to stop disappointing yourself. Separate yourself from the mob. Decide to be extraordinary and do what you need to do – now.","Epictetus,","['motivational', 'procrastination']",0
"She remembered who she was
and the game changed.",Lalah Delia,"['awakening', 'divine-mother', 'divine-strength', 'do-the-work', 'doing-the-work', 'emerging', 'encouragement', 'god-is-with-you', 'god-is-working-in-your-life', 'growth', 'inner-strength', 'inspirational', 'journey', 'journey-of-life', 'lalah-delia', 'life-path', 'life-philosophy', 'life-purpose', 'love', 'meditation', 'minimalism', 'motivational', 'philosophy', 'purposeful-living', 'rebirth', 'reemerging', 'sacred-feminine', 'self-actualization', 'self-confidence', 'self-improvement', 'self-love', 'self-mastery', 'self-realization', 'spiritual', 'spirituality', 'trust-the-journey', 'trust-the-process']",0
"It is impossible to discourage the real writers - they don't give a damn what you say, they're going to write.",Sinclair Lewis,"['motivational', 'on-writing']",0
There are some values that you should never compromise on to stay true to yourself; you should be brave to stand up for what you truly believe in even if you stand alone.,"Roy T. Bennett,","['be-yourself', 'core-values', 'inspirational', 'life-and-living', 'life-lessons', 'motivational']",0
"Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.","Roy T. Bennett,","['challenge', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'strong']",0
Make your work to be in keeping with your purpose,Leonardo da Vinci,"['motivational', 'purpose', 'work']",0
"People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. Live your truth and don't EVER stop!","Steve Maraboli,","['clarity', 'courage', 'determination', 'follow-your-dreams', 'inspirational', 'living', 'motivational', 'truth']",0
One of the best ways to influence people is to make them feel important. Most people enjoy those rare moments when others make them feel important. It is one of the deepest human desires.,"Roy T. Bennett,","['enjoy', 'human-desire', 'influence', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'leadership', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Great goals make great people. People cannot hit what they do not aim for.,"Roy T. Bennett,","['goal', 'goals', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"You have come a long way and have won many battles. Whenever you’re faced with a difficult or challenging situation, you’ll overcome it. Yes, you can.","Roy T. Bennett,","['challenge', 'difficulty', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Make the most of what you have and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.,"Roy T. Bennett,","['achieve', 'deserve', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Don't chase people. Be yourself, do your own thing and work hard. The right people - the ones who really belong in your life - will come to your. And stay.",Will Smith,"['inspirational', 'motivational', 'peaceful']",0
"Live life as though nobody is watching, and express yourself as though everyone is listening.",Nelson Mandela,"['confidence', 'happiness', 'inspirational', 'motivational']",0
Too many of us are not living our dreams because we are living our fears.,Les Brown,"['inspirational', 'les-brown', 'motivational']",0
Ever Tried. Ever Failed. No matter. Try again. Fail again. Fail better.,Samuel Beckett,"['humourous', 'motivational', 'philosophical', 'quirky']",0
Your greatest self has been waiting your whole life; don't make it wait any longer.,"Steve Maraboli,","['action', 'change', 'inspirational', 'life', 'mission', 'motivational', 'purpose', 'self-empowerment']",0
Life keeps throwing me lemons because I make the best lemonade...,King James Gadsden,"['inspirational', 'life', 'motivational', 'reality']",0
Judging is preventing us from understanding a new truth. Free yourself from the rules of old judgments and create the space for new understanding.,"Steve Maraboli,","['change', 'free-thought', 'inspirational', 'judging', 'life', 'motivational', 'rules', 'success', 'truth', 'understanding']",0
"If you fuel your journey on the opinions of others, you are going to run out of gas.","Steve Maraboli,","['fuel', 'gas', 'happiness', 'inspirational', 'journey', 'life', 'motivational', 'opinion', 'success']",0
"Protect your enthusiasm from the negativity and fear of others. Never decide to do nothing just because you can only do little. Do what you can. You would be surprised at what ""little"" acts have done for our world.","Steve Maraboli,","['compassion', 'enthusiasm', 'inspirational', 'kindness', 'mission', 'motivational', 'service']",0
"We all have negative thoughts now and then, but we can choose not to dwell there and not to let them control us.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Real change is difficult at the beginning. Without the familiar to rely upon, you may not in as much command as you had once been. When things are not going your way, you will start doubting yourself. Stay positive, keep the faith, and keep moving forward – your breakthrough may be just around the corner.",Roy T. Bennett,"['breakthrough', 'change', 'faith', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'just-around-the-corner', 'keep-moving-forward', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'stay-positive']",0
Keep your promises and be consistent. Be the kind of person others can trust.,Roy T. Bennett,"['consistent', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-your-promises', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'trust']",0
"Learn everything you can, anytime you can, from anyone you can, there will always come a time when you will be grateful you did.",Sarah Caldwell,"['inspirational', 'learning', 'motivational', 'opportunity']",0
"Instead of complaining about the problem and blaming others, start finding the solution.","Roy T. Bennett,","['inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
"Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, Who am I to be brilliant, gorgeous, talented, fabulous? Actually, who are you not to be?","Marianne Williamson,","['inspirational', 'love', 'motivational', 'self-empowerment', 'self-esteem', 'self-realization', 'spiritual', 'truth']",0
Create your own miracles; do what you think you cannot do.,Roy T. Bennett,"['action', 'doing', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'miracles', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']",0
Don’t tell me about your god with your words. Show me about your god with your actions.,"Steve Maraboli,","['actions', 'christian-behavior', 'god', 'inspirational', 'motivational', 'religion']",0
"If you are not the hero of your own story, then you're missing the whole point of your humanity.","Steve Maraboli,","['happiness', 'hero', 'humanity', 'inspirational', 'life', 'motivational', 'story', 'success']",0
"A young outcast will often feel that there is something wrong with himself, but as he gets older, grows more confident in who he is, he will adapt, he will begin to feel that there is something wrong with everyone else.","Criss Jami,","['adaptation', 'anger', 'attitude', 'bullied', 'bully', 'bullying', 'confidence', 'confidence-and-attitude', 'encouragement', 'growth', 'inspirational', 'introvert', 'loneliness', 'motivational', 'outcast', 'pain', 'youth']",0
"What the mind can conceive and believe, and the heart desire, you can achieve.",Norman Vincent Peale,"['achievement', 'aims', 'belief', 'desires', 'goals', 'inspirational', 'motivational', 'self-confidence', 'self-trust']",0
Sometimes it's worth lingering on the journey for a while before getting to the destination.,"Richelle Mead,","['journey', 'motivational', 'richelle-mead', 'the-indigo-spell']",0
